,FINAL_ID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,MACRO_GENSPECIES,FEEDINGHAB,TOLERANCE,NBI_P_TOLERANCE,NBI_N_TOLERANCE,TOLNAME,CLASSIFIER,PREVNAMES,COMMONNAME,REFERENCE
713,HELOCHARES_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HELOCHARES,HELOCHARES,HELOCHARES SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
276,HELOPELOPIA_CORNUTICAUDATA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,HELOPELOPIA,HELOPELOPIA_CORNUTICAUDATA,HELOPELOPIA CORNUTICAUDATA,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,CONCHAPELOPIA SP. 2,MIDGE,"94,124"
277,HELOPELOPIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,HELOPELOPIA,HELOPELOPIA,HELOPELOPIA SP.,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"94,124"
714,HELOPHORUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HELOPHORUS,HELOPHORUS,HELOPHORUS SP.,SHR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
452,HELOPICUS_SP.,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,HELOPICUS,HELOPICUS,HELOPICUS SP.,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"114,86"
451,HELOPICUS_SUBVARIANS,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,HELOPICUS,HELOPICUS_SUBVARIANS,HELOPICUS SUBVARIANS,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"114,86"
229,HEMERODROMIA_SP.,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,EMPIDIDAE,HEMERODROMIA,HEMERODROMIA,HEMERODROMIA SP.,PRD,6,5,6,FACULTATIVE,INSECTS-OTHER,"UNDETERMINED EMPIDIDAE, UNDETERMINED EMPIDAE, ROEDERIODES SP.",DANCE FLY,"83,117"
77,HEPTAGENIA_CULACANTHA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIA,HEPTAGENIA_CULACANTHA,HEPTAGENIA CULACANTHA,SCR,2,NA,NA,INTOLERAT,EPHEMEROPTERA,"HEPTAGENIA SP. 3, CINYGMA SP., STENONEMA SP. 3",MAYFLY,"83,38"
78,HEPTAGENIA_FLAVESCENS,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIA,HEPTAGENIA_FLAVESCENS,HEPTAGENIA FLAVESCENS,SCR,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,24"
79,HEPTAGENIA_MARGINALIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIA,HEPTAGENIA,HEPTAGENIA MARGINALIS,SCR,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,24"
80,HEPTAGENIA_PULLA_GR.,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIA,HEPTAGENIA_PULLA,HEPTAGENIA PULLA GR.,SCR,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,24"
81,HEPTAGENIA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIA,HEPTAGENIA,HEPTAGENIA SP.,SCR,4,0,0,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
144,HESPEROCONOPA_SP.,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,HESPEROCONOPA,HESPEROCONOPA,HESPEROCONOPA SP.,C-G,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,25
672,HESPEROCORIXA_SP.,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORIXIDAE,HESPEROCORIXA,HESPEROCORIXA,HESPEROCORIXA SP.,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,BOATMAN,83
1286,HESPEROPHYLAX_DESIGNATUS,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILIDAE,HESPEROPHYLAX,HESPEROPHYLAX,HESPEROPHYLAX DESIGNATUS,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1287,HESPEROPHYLAX_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILIDAE,HESPEROPHYLAX,HESPEROPHYLAX,HESPEROPHYLAX SP.,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
625,HETAERINA_SP.,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYGIDAE,HETAERINA,HETAERINA,HETAERINA SP.,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
1036,HETEROCLOEON_ANOKA,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,HETEROCLOEON,HETEROCLOEON_ANOKA,HETEROCLOEON ANOKA,SCR,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83, 34"
1037,HETEROCLOEON_CURIOSUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,HETEROCLOEON,HETEROCLOEON_CURIOSUM,HETEROCLOEON CURIOSUM,SCR,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,34"
1038,HETEROCLOEON_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,HETEROCLOEON,HETEROCLOEON,HETEROCLOEON SP.,SCR,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
803,HETEROPLECTRON_AMERICANUM,ARTHROPODA,INSECTA,TRICHOPTERA,CALAMOCERATIDAE,CALAMOCERATIDAE,HETEROPLECTRON,HETEROPLECTRON_AMERICANUM,HETEROPLECTRON AMERICANUM,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"83,125"
804,HETEROPLECTRON_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,CALAMOCERATIDAE,CALAMOCERATIDAE,HETEROPLECTRON,HETEROPLECTRON,HETEROPLECTRON SP.,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"83,125"
1337,HETEROTANYTARSUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHRIONOMIDAE,ORTHOCLADIINAE,HETEROTANYTARSUS,HETEROTANYTARSUS,HETEROTANYTARSUS SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,NA
917,HETEROTRISSOCLADIUS_MARCIDUS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,HETEROTRISSOCLADIUS,HETEROTRISSOCLADIUS_MARCIDUS,HETEROTRISSOCLADIUS MARCIDUS GR.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,HETEROTRISSOCLADIUS SP. 2,MIDGE,"106,36"
918,HETEROTRISSOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,HETEROTRISSOCLADIUS,HETEROTRISSOCLADIUS,HETEROTRISSOCLADIUS SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,"106,36"
1333,HEXAGENIA_LIMBATA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERIDAE,HEXAGENIA,HEXAGENIA_LIMBATA,HEXAGENIA LIMBATA,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,83
14,HEXAGENIA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERIDAE,HEXAGENIA,HEXAGENIA,HEXAGENIA SP.,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,83
143,HEXATOMA_SP.,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,HEXATOMA,HEXATOMA,HEXATOMA SP.,PRD,2,0,1,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,"83,25"
141,HEXATOMA_SP._1,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,HEXATOMA,HEXATOMA,HEXATOMA SP. 1,PRD,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,"83,25"
142,HEXATOMA_SP._2,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,HEXATOMA,HEXATOMA,HEXATOMA SP. 2,PRD,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,"83,25"
1144,HOMOPLECTRA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HOMOPLECTRA,HOMOPLECTRA,HOMOPLECTRA SP.,C-F,4,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
278,HUDSONIMYIA_KARELENA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,HUDSONIMYIA,HUDSONIMYIA,HUDSONIMYIA KARELENA,PRD,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,28
279,HUDSONIMYIA_PARRISHI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,HUDSONIMYIA,HUDSONIMYIA_PARRISHI,HUDSONIMYIA PARRISHI,PRD,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,28
280,HUDSONIMYIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,HUDSONIMYIA,HUDSONIMYIA,HUDSONIMYIA SP.,PRD,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,28
868,HYALELLA_AZTECA,ARTHROPODA,CRUSTACEA,AMPHIPODA,TALITRIDAE,TALITRIDAE,HYALELLA,HYALELLA_AZTECA,HYALELLA AZTECA,C-G,8,NA,NA,TOLERANT,CRUSTACEA,NA,SCUD,17
869,HYALELLA_SP.,ARTHROPODA,CRUSTACEA,AMPHIPODA,TALITRIDAE,TALITRIDAE,HYALELLA,HYALELLA,HYALELLA SP.,C-G,8,NA,NA,TOLERANT,CRUSTACEA,NA,SCUD,17
218,HYBOMITRA_SP.,ARTHROPODA,INSECTA,DIPTERA,TABANIDAE,TABANIDAE,HYBOMITRA,HYBOMITRA,HYBOMITRA SP.,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,HORSE FLY,83
1288,HYDATOPHYLAX_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILIDAE,HYDATOPHYLAX,HYDATOPHYLAX,HYDATOPHYLAX SP.,SHR,2,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1230,HYDRA_SP.,COELENTERATA,HYDROZOA,HYDROIDA,HYDRIDAE,HYDRIDAE,HYDRA,HYDRA,HYDRA SP.,PRD,5,NA,NA,FACULTATIVE,OTHER,NA,HYDRAS,108
728,HYDRAENA_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDRAENIDAE,HYDRAENIDAE,HYDRAENA,HYDRAENA,HYDRAENA SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
239,HYDRELLIA_SP.,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,EPHYDRIDAE,HYDRELLIA,HYDRELLIA,HYDRELLIA SP.,SHR,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,SHORE FLY,127
919,HYDROBAENUS_PILIPES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,HYDROBAENUS,HYDROBAENUS_PILIPES,HYDROBAENUS PILIPES,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,99
920,HYDROBAENUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,HYDROBAENUS,HYDROBAENUS,HYDROBAENUS SP.,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,99
715,HYDROBIUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HYDROBIUS,HYDROBIUS,HYDROBIUS SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
738,HYDROCANTHUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,NOTERIDAE,NOTERINAE,HYDROCANTHUS,HYDROCANTHUS,HYDROCANTHUS SP.,NA,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,NA
716,HYDROCHARA_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HYDROCHARA,HYDROCHARA,HYDROCHARA SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
717,HYDROCHUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HYDROCHUS,HYDROCHUS,HYDROCHUS SP.,SHR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
704,HYDROPORUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCIDAE,HYDROPORUS,HYDROPORUS,HYDROPORUS SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
1162,HYDROPSYCHE_BETTENI,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_BETTENI,HYDROPSYCHE BETTENI,C-F,7,7,9,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,105
1163,HYDROPSYCHE_BIDENS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_BIDENS,HYDROPSYCHE BIDENS,C-F,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"98,105"
1166,HYDROPSYCHE_DICANTHA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_DICANTHA,HYDROPSYCHE DICANTHA,C-F,2,NA,NA,INTOLERANT,TRICHOPTERA,HYDROPSYCHE SP. 9,CADDISFLY,105
1167,HYDROPSYCHE_LEONARDI,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE,HYDROPSYCHE LEONARDI,C-F,0,NA,NA,INTOLERANT,TRICHOPTERA,"HYDROPSYCHE NR. SIMULANS, HYDROPSYCHE SP. 4",CADDISFLY,105
1165,HYDROPSYCHE_NR._DEPRAVATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_DEPRAVATA,HYDROPSYCHE NR. DEPRAVATA,C-F,6,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,105
1169,HYDROPSYCHE_ORRIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_ORRIS,HYDROPSYCHE ORRIS,C-F,5,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPSYCHE SP. 10,CADDISFLY,105
1170,HYDROPSYCHE_PHALERATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_PHALERATA,HYDROPSYCHE PHALERATA,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,HYDROPSYCHE SP. 2,CADDISFLY,105
1171,HYDROPSYCHE_RECURVATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_RECURVATA,HYDROPSYCHE RECURVATA,C-F,4,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,105
1172,HYDROPSYCHE_SCALARIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_SCALARIS,HYDROPSYCHE SCALARIS,C-F,2,3,3,INTOLERANT,TRICHOPTERA,"HYDROPSYCHE NR. HAGENI, HYDROPSYCHE NR. AERATA, HYDROPSYCHE SP. 3",CADDISFLY,105
1173,HYDROPSYCHE_SEPARATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_SEPARATA,HYDROPSYCHE SEPARATA,C-F,4,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,105
1180,HYDROPSYCHE_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE,HYDROPSYCHE SP.,C-F,4,5,4,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1176,HYDROPSYCHE_VALANIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_VALANIS,HYDROPSYCHE VALANIS,C-F,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPSYCHE SP. 5,CADDISFLY,105
1178,HYDROPSYCHE_VENULARIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_VENULARIS,HYDROPSYCHE VENULARIS,C-F,4,NA,NA,INTOLERANT,TRICHOPTERA,HYDROPSYCHE SP. 11,CADDISFLY,105
1179,HYDROPSYCHE_WALKERI,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE_WALKERI,HYDROPSYCHE WALKERI,C-F,4,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,103
1211,HYDROPTILA_AJAX,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_AJAX,HYDROPTILA AJAX,SCR,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 1,CADDISFLY,98
1214,HYDROPTILA_CONSIMILIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_CONSIMILIS,HYDROPTILA CONSIMILIS,SCR,6,9,10,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 9,CADDISFLY,98
1212,HYDROPTILA_NR._ALBICORNIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_ALBICORNIS,HYDROPTILA NR. ALBICORNIS,SCR,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 2,CADDISFLY,98
1213,HYDROPTILA_NR._ARMATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_ARMATA,HYDROPTILA NR. ARMATA,SCR,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 3,CADDISFLY,98
1215,HYDROPTILA_NR._HAMATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_HAMATA,HYDROPTILA NR. HAMATA,SCR,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 5,CADDISFLY,98
1217,HYDROPTILA_NR._WAUBESIANA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA,HYDROPTILA NR. WAUBESIANA,SCR,6,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 8,CADDISFLY,98
1218,HYDROPTILA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA,HYDROPTILA SP.,SCR,6,6,6,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 6,CADDISFLY,125
1216,HYDROPTILA_SPATULATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA_SPATULATA,HYDROPTILA SPATULATA,SCR,6,9,8,FACULTATIVE,TRICHOPTERA,HYDROPTILA SP. 11,CADDISFLY,98
1116,HYPORHYGMA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,HYPORHYGMA,HYPORHYGMA,HYPORHYGMA SP.,NA,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,NA,NA
384,ILYODRILUS_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,ILYODRILUS,ILYODRILUS,ILYODRILUS SP.,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
383,ILYODRILUS_TEMPLETONI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,ILYODRILUS,ILYODRILUS_TEMPLETONI,ILYODRILUS TEMPLETONI,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
1329,IRONOQUIA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILIDAE,IRONOQUIA,IRONOQUIA,IRONOQUIA SP.,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
668,ISCHNURA_SP.,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP.,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
663,ISCHNURA_SP._1,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP. 1,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
664,ISCHNURA_SP._2,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP. 2,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
665,ISCHNURA_SP._3,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP. 3,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
666,ISCHNURA_SP._4,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP. 4,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
667,ISCHNURA_SP._5,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,ISCHNURA,ISCHNURA,ISCHNURA SP. 5,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
385,ISOCHAETIDES_FREYI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,ISOCHAETIDES,ISOCHAETIDES_FREYI,ISOCHAETIDES FREYI,C-G,8,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
386,ISOCHAETIDES_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,ISOCHAETIDES,ISOCHAETIDES,ISOCHAETIDES SP.,C-G,8,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
453,ISOGENOIDES_HANSONI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOGENOIDES,ISOGENOIDES_HANSONI,ISOGENOIDES HANSONI,PRD,0,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"114,86"
454,ISOGENOIDES_SP.,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOGENOIDES,ISOGENOIDES,ISOGENOIDES SP.,PRD,0,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"114,86"
882,ISONYCHIA_BICOLOR,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,ISONYCHIIDAE,ISONYCHIA,ISONYCHIA_BICOLOR,ISONYCHIA BICOLOR,C-F,2,5,2,INTOLERANT,EPHEMEROPTERA,ISONYCHIA SP.,MAYFLY,"83,64"
883,ISONYCHIA_OBSCURA,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,ISONYCHIIDAE,ISONYCHIA,ISONYCHIA_OBSCURA,ISONYCHIA OBSCURA,C-F,2,NA,NA,INTOLERANT,EPHEMEROPTERA,"ISONYCHIA BICOLOR,ISONYCHIA SP.",MAYFLY,"83,64"
884,ISONYCHIA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,ISONYCHIIDAE,ISONYCHIA,ISONYCHIA,ISONYCHIA SP.,C-F,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
455,ISOPERLA_FRISONI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOPERLA,ISOPERLA_FRISONI,ISOPERLA FRISONI,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,55
456,ISOPERLA_HOLOCHLORA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOPERLA,ISOPERLA_HOLOCHLORA,ISOPERLA HOLOCHLORA,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,55
457,ISOPERLA_MARLYNIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOPERLA,ISOPERLA_MARLYNIA,ISOPERLA MARLYNIA,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,55
458,ISOPERLA_NAMATA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,PERLODIDAE,ISOPERLA,ISOPERLA,ISOPERLA NAMATA,PRD,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,55
